1.900	0.0
1.91	.005
1.92	.015
1.93	.05
1.94	.16
1.95	.55
1.96	.91
1.97	.95
1.98	.96
1.99	.96
2.00	.95
2.01	.925
2.02	.91
2.03	.91
2.04	.925
2.05	.94
2.06	.955
2.07	.96
2.08	.96
2.09	.96
2.10	.95
2.11	.94
2.12	.93
2.13	.915
2.14	.905
2.15	.91
2.16	.92
2.17	.925
2.18	.93
2.19	.925
2.20	.905
2.21	.89
2.22	.875
2.23	.86
2.24	.875
2.25	.90
2.26	.94
2.27	.96
2.28	.96
2.285	.95
2.29	.90
2.30	.50
2.31	.20
2.32	.04
2.33	.01
2.34	.00

